date,team,rating,conference,rating_delta,latest
2020-12-26,SAC,1549.33028303856,Western,45.436894818474286,0
2020-12-23,SAC,1534.60446439719,Western,1.8899997407873592,0
2020-08-13,SAC,1510.77714344158,Western,-41.62488312928741,0
2020-08-11,SAC,1484.0303691512,Western,-59.58216620829552,0
2020-08-09,SAC,1470.31438026538,Western,-68.38368337589115,0
2020-08-07,SAC,1482.81397697402,Western,-58.10371750288641,0
2020-08-06,SAC,1493.35337245124,Western,-46.64879405983066,0
2020-08-04,SAC,1478.7227291859,Western,-25.825412011753745,0
2020-08-02,SAC,1497.27050093084,Western,1.7150126764119835,0
2020-07-31,SAC,1508.37833241959,Western,26.22718697643268,0
2020-03-08,SAC,1521.67575109652,Western,56.71500800435024,0
2020-03-07,SAC,1533.46983329045,Western,83.37698843834988,0
2020-03-05,SAC,1515.48437459552,Western,88.50076359894102,0
2020-03-03,SAC,1532.43535703594,Western,94.9883809715289,0
2021-01-07,SAS,1578.54692074592,Western,-8.03252456293793,1
2021-01-05,SAS,1551.91217268178,Western,-12.93396167047063,0
2021-01-03,SAS,1526.95194913075,Western,6.000029607681575,0
2021-01-01,SAS,1544.8700305174,Western,47.68357445128504,0
2020-12-30,SAS,1556.47401813353,Western,66.94537727791092,0
2020-12-27,SAS,1569.15254064313,Western,70.30185648656614,0
2020-12-26,SAS,1584.93976456564,Western,72.91451543874972,0
2020-12-23,SAS,1565.05088093436,Western,65.42731694752443,0
2020-08-13,SAS,1548.05802308314,Western,69.06411334691538,0
2020-08-11,SAS,1560.33951172443,Western,62.716341121127215,0
2020-08-09,SAS,1543.27213426548,Western,34.380815301435334,0
2020-08-07,SAS,1524.28858841891,Western,20.87170244809637,0
2020-08-05,SAS,1506.94943916398,Western,5.876592436258865,0
2020-08-03,SAS,1521.71108672992,Western,7.978425501913091,0
2020-08-02,SAS,1531.5417632126,Western,-9.390848223718201,0
2020-07-31,SAS,1511.86896063308,Western,-36.81682362540259,0
2020-03-10,SAS,1498.36018559403,Western,-36.76827465614704,0
2020-03-08,SAS,1483.03492407244,Western,-13.596766240255658,0
2020-03-06,SAS,1503.88324684522,Western,15.221246228420789,0
2020-03-03,SAS,1519.36680315293,Western,22.531345350217098,0
2021-01-06,TOR,1637.07397268854,Eastern,-157.73229603972194,1
2021-01-04,TOR,1651.25580004248,Eastern,-152.84893185472708,0
2021-01-02,TOR,1672.18896550507,Eastern,-130.19518841708714,0
2020-12-31,TOR,1692.20601518493,Eastern,-97.07639760680095,0
2020-12-29,TOR,1689.07996849673,Eastern,-79.77715864333526,0
2020-12-26,TOR,1709.73200474495,Eastern,-63.560426787375974,0
2020-12-23,TOR,1729.62088837623,Eastern,-43.2416725162402,0
2020-09-11,TOR,1757.94341578301,Eastern,-21.596449337639957,0
2020-09-09,TOR,1780.56407929877,Eastern,-10.482025326121725,0
2020-09-07,TOR,1763.26908631627,Eastern,-9.901872282060506,0
2020-09-05,TOR,1786.38657602751,Eastern,4.206278302146298,0
2020-09-03,TOR,1769.65478137373,Eastern,8.670253866133065,0
2020-09-01,TOR,1751.19476592099,Eastern,30.66822037459902,0
2020-08-30,TOR,1773.28883923498,Eastern,63.19727475976768,0
2020-08-23,TOR,1797.11256467322,Eastern,65.07431953112483,0
2020-08-21,TOR,1788.35805620346,Eastern,54.286634580311386,0
2020-08-19,TOR,1779.0900168701,Eastern,49.391835850570274,0
2020-08-17,TOR,1774.77319928899,Eastern,52.52832960416371,0
2020-08-14,TOR,1770.17850365584,Eastern,60.401347759583956,0
2020-08-12,TOR,1764.2075938902,Eastern,68.80082449980708,0
2021-01-06,UTA,1557.26248532346,Western,3.7505861062404486,1
2021-01-05,UTA,1575.41950550316,Western,0.011293958901888437,0
2021-01-03,UTA,1593.68992384069,Western,-19.532934838197733,0
2021-01-01,UTA,1575.77184245405,Western,-41.181404924271206,0
2020-12-31,UTA,1557.81204567061,Western,-43.769084242355774,0
2020-12-28,UTA,1576.1976414105,Western,-21.821654289175495,0
2020-12-26,UTA,1553.54102944821,Western,-17.815455930478237,0
2020-12-23,UTA,1581.0440761801,Western,8.009879345800734,0
2020-09-01,UTA,1561.76832713875,Western,5.154032335222089,0
2020-08-30,UTA,1573.39689192107,Western,9.792588899912843,0
2020-08-25,UTA,1593.73539107269,Western,1.3853275975633392,0
2020-08-23,UTA,1608.62428487745,Western,-11.521107510383715,0
2020-08-21,UTA,1597.53038913343,Western,-40.7965219994583,0
2020-08-19,UTA,1585.33892004084,Western,-66.99218397090442,0
2020-08-17,UTA,1564.43476635368,Western,-71.8663251354207,0
2020-08-13,UTA,1576.32745630216,Western,-68.62720409140593,0
2020-08-10,UTA,1564.04596766087,Western,-60.79107589941685,0
2020-08-08,UTA,1585.34773100617,Western,-27.318719034711883,0
2020-08-07,UTA,1596.12360768562,Western,1.6714848105600084,0
2020-08-05,UTA,1613.46275694055,Western,28.894449175884226,0
2021-01-06,WAS,1337.40716222422,Eastern,-32.21965037254335,1
2021-01-03,WAS,1341.66777226867,Eastern,-39.64723638439231,0
2021-01-01,WAS,1315.5466752531,Eastern,-51.14461116938482,0
2020-12-31,WAS,1292.75681168694,Eastern,-48.263227328623515,0
2020-12-29,WAS,1312.49142255166,Eastern,-31.146794787605504,0
2020-12-27,WAS,1334.1167468803,Eastern,-23.725984890975703,0
2020-12-26,WAS,1345.67709112198,Eastern,-27.849721515576874,0
2020-12-23,WAS,1357.86319771589,Eastern,-44.76499245326941,0
2020-08-13,WAS,1364.11932314895,Eastern,-57.33205292644679,0
2020-08-11,WAS,1335.46211778392,Eastern,-77.04586830295598,0
2020-08-09,WAS,1342.81033622226,Eastern,-65.87663687856096,0
2020-08-07,WAS,1346.26490869604,Eastern,-57.099573628528816,0
2020-08-05,WAS,1352.85122232949,Eastern,-48.39314408488545,0
2020-08-03,WAS,1362.89781008797,Eastern,-28.6069814192815,0
2020-08-02,WAS,1372.13992685714,Eastern,-14.403488850898116,0
2020-07-31,WAS,1380.1292000345,Eastern,6.7403499264828035,0
2020-03-10,WAS,1399.67602623627,Eastern,19.791422481267286,0
2020-03-08,WAS,1388.80994012861,Eastern,10.864305317080674,0
2020-03-06,WAS,1401.14300245825,Eastern,-5.205743452462577,0
2020-03-04,WAS,1387.77704083814,Eastern,-15.268221112241779,0
